n.id,name_node_a,id_node_b,name_node_b,id_relationship
7204a7d4839ec5d8cd483b564db4201b-a87ff679a2f3e71d9181a67b7542122c,Team,0da068f5dca52bc9e387b3ac2776afca-a87ff679a2f3e71d9181a67b7542122c,Product Owner,d446cc000a8c6c62f1321d8bb867e524-a87ff679a2f3e71d9181a67b7542122c
14407fb025a1c0820ef7b9faea9ad15c-a87ff679a2f3e71d9181a67b7542122c,Productos de Datos,ac579bf2420113d8d823754b54458744-a87ff679a2f3e71d9181a67b7542122c,appoint.ai,8e588c5cd96fb1e9786ec0c508014437-a87ff679a2f3e71d9181a67b7542122c
3d7787ad7b245ad0afa6e00f87d6f483-a87ff679a2f3e71d9181a67b7542122c,AI,818dcab89523a3d9f2ad7406599dcc2e-a87ff679a2f3e71d9181a67b7542122c,Data Products,237a385d862ad9fd9a5cdc6278b5e091-a87ff679a2f3e71d9181a67b7542122c
3d7787ad7b245ad0afa6e00f87d6f483-a87ff679a2f3e71d9181a67b7542122c,AI,7204a7d4839ec5d8cd483b564db4201b-a87ff679a2f3e71d9181a67b7542122c,Team,e9f33d36a9ebfb7664ccff42db696e3c-a87ff679a2f3e71d9181a67b7542122c
3d7787ad7b245ad0afa6e00f87d6f483-a87ff679a2f3e71d9181a67b7542122c,AI,14407fb025a1c0820ef7b9faea9ad15c-a87ff679a2f3e71d9181a67b7542122c,Productos de Datos,666318f2708856add54fb82b984ea38b-a87ff679a2f3e71d9181a67b7542122c
818dcab89523a3d9f2ad7406599dcc2e-a87ff679a2f3e71d9181a67b7542122c,Data Products,f4264217ad27923b18484e79562bcd21-a87ff679a2f3e71d9181a67b7542122c,Maria Luisa,2e996bdab32c9f6581fe16c93ab68a2b-a87ff679a2f3e71d9181a67b7542122c
818dcab89523a3d9f2ad7406599dcc2e-a87ff679a2f3e71d9181a67b7542122c,Data Products,ac579bf2420113d8d823754b54458744-a87ff679a2f3e71d9181a67b7542122c,appoint.ai,58c777175818bd81b3524bcb9ab7fdd1-a87ff679a2f3e71d9181a67b7542122c
a8cea7ec2709db07e628b80e2dafa2b6-a87ff679a2f3e71d9181a67b7542122c,Data Engineer,f441e44866d2cf1fa1edd368e0723cc8-a87ff679a2f3e71d9181a67b7542122c,cursos,93a8dd574a9df5d04c739f5e77cd43af-a87ff679a2f3e71d9181a67b7542122c
a8cea7ec2709db07e628b80e2dafa2b6-a87ff679a2f3e71d9181a67b7542122c,Data Engineer,a1e01b9df0dab2bfd6d9b32e10e397c8-a87ff679a2f3e71d9181a67b7542122c,Busqueda Skill,2946e699431ef57ca7083ad626f1a53f-a87ff679a2f3e71d9181a67b7542122c
a1e01b9df0dab2bfd6d9b32e10e397c8-a87ff679a2f3e71d9181a67b7542122c,Busqueda Skill,ff64319904f4832ee19df96250276033-c81e728d9d4c2f636f067f89cc14862c,Inst DB,62eb0d75c5908fb3db48866e8eadde11-c81e728d9d4c2f636f067f89cc14862c
f6776d9a7bd892cf529b2bda3ca42d8b-a87ff679a2f3e71d9181a67b7542122c,Docker,52dcc954f0e2235ecd4675e7966ec6ef-a87ff679a2f3e71d9181a67b7542122c,Contenedores,c83794ff3d2fc0279f5549c5b9f328f9-a87ff679a2f3e71d9181a67b7542122c
322f3c1551e028f7f45933a5c192f85a-a87ff679a2f3e71d9181a67b7542122c,Bases de Datos,3c52acae246e2af61b21a3b6e63c0b49-a87ff679a2f3e71d9181a67b7542122c,NoSQL,4280816160ef45d156d707c383462230-a87ff679a2f3e71d9181a67b7542122c
322f3c1551e028f7f45933a5c192f85a-a87ff679a2f3e71d9181a67b7542122c,Bases de Datos,385f6a804a0f4eb24d745b82fe5cc9cf-a87ff679a2f3e71d9181a67b7542122c,Relacionales,8e67f5049132680c0afdebb3b32fbb36-a87ff679a2f3e71d9181a67b7542122c
322f3c1551e028f7f45933a5c192f85a-a87ff679a2f3e71d9181a67b7542122c,Bases de Datos,a1e01b9df0dab2bfd6d9b32e10e397c8-a87ff679a2f3e71d9181a67b7542122c,Busqueda Skill,a09dd737daebed2152535e355def08ee-a87ff679a2f3e71d9181a67b7542122c
7658e020131c329d176f7ad2d46b0c42-a87ff679a2f3e71d9181a67b7542122c,Oracle,385f6a804a0f4eb24d745b82fe5cc9cf-a87ff679a2f3e71d9181a67b7542122c,Relacionales,f3db2deec94b552f5845171968ee3787-a87ff679a2f3e71d9181a67b7542122c
f61ef2e9dee2b13b9d5bc95d26cd2ce4-a87ff679a2f3e71d9181a67b7542122c,PostgreSQL,385f6a804a0f4eb24d745b82fe5cc9cf-a87ff679a2f3e71d9181a67b7542122c,Relacionales,4b4a3d2efe41cc373842193fceaf32f5-a87ff679a2f3e71d9181a67b7542122c
e9305b36f4ce5b64e3ffdde4cb4414df-a87ff679a2f3e71d9181a67b7542122c,MySQL,385f6a804a0f4eb24d745b82fe5cc9cf-a87ff679a2f3e71d9181a67b7542122c,Relacionales,5a74891366278020e215474c39834891-a87ff679a2f3e71d9181a67b7542122c
fd9134de21089189d835cec1f12dbfe9-a87ff679a2f3e71d9181a67b7542122c,NoSQL Databases,09d037be8031bba8db90fb2f69c150e0-a87ff679a2f3e71d9181a67b7542122c,Columnares,5f7b92e87710584858e7be7f8fb816c5-a87ff679a2f3e71d9181a67b7542122c
fd9134de21089189d835cec1f12dbfe9-a87ff679a2f3e71d9181a67b7542122c,NoSQL Databases,68d35d7a97da961a55e50b50ff2fe794-a87ff679a2f3e71d9181a67b7542122c,In-Memory Databases,c32738dbfa9b2648a1d90fabf7fa94a1-a87ff679a2f3e71d9181a67b7542122c
fd9134de21089189d835cec1f12dbfe9-a87ff679a2f3e71d9181a67b7542122c,NoSQL Databases,68d35d7a97da961a55e50b50ff2fe794-a87ff679a2f3e71d9181a67b7542122c,In-Memory Databases,452522d042a8674ff39c318d4759e7ca-a87ff679a2f3e71d9181a67b7542122c
fd9134de21089189d835cec1f12dbfe9-a87ff679a2f3e71d9181a67b7542122c,NoSQL Databases,9cf5401ebe52d0560ad1e4ae0809e4bb-a87ff679a2f3e71d9181a67b7542122c,Documentales,dde74fd6872465fbb2f87327062f0038-a87ff679a2f3e71d9181a67b7542122c
fd9134de21089189d835cec1f12dbfe9-a87ff679a2f3e71d9181a67b7542122c,NoSQL Databases,322f3c1551e028f7f45933a5c192f85a-a87ff679a2f3e71d9181a67b7542122c,Bases de Datos,ac7d9771db1ef97bd0b60158f96f31f6-a87ff679a2f3e71d9181a67b7542122c
a220b9927556efa9ee9e3ac4cd5644e0-a87ff679a2f3e71d9181a67b7542122c,ETL,a1e01b9df0dab2bfd6d9b32e10e397c8-a87ff679a2f3e71d9181a67b7542122c,Busqueda Skill,44fcdc76e76c213243a1d307da81583d-a87ff679a2f3e71d9181a67b7542122c
4a91582ad9d348a7f2843244c1ce1c5d-a87ff679a2f3e71d9181a67b7542122c,ODI,a220b9927556efa9ee9e3ac4cd5644e0-a87ff679a2f3e71d9181a67b7542122c,ETL,ca0c30a0626c6ad816153f3d84452ac9-a87ff679a2f3e71d9181a67b7542122c
951039da0d2e32ce23d09d0e3fee87c6-a87ff679a2f3e71d9181a67b7542122c,Airflow,a220b9927556efa9ee9e3ac4cd5644e0-a87ff679a2f3e71d9181a67b7542122c,ETL,6de0f7d86207e8197f864f89652f4f89-a87ff679a2f3e71d9181a67b7542122c
ffeffd6344800bfc7214b6d7ef83ea10-a87ff679a2f3e71d9181a67b7542122c,talend,a220b9927556efa9ee9e3ac4cd5644e0-a87ff679a2f3e71d9181a67b7542122c,ETL,9456d38ed3514408e5fe1ae9190d5c2e-a87ff679a2f3e71d9181a67b7542122c
362da8a51e150638e6981d0771534c8e-a87ff679a2f3e71d9181a67b7542122c,pentaho,263db3933c2cb8e9b139373fdd57defb-a87ff679a2f3e71d9181a67b7542122c,Integracion,eca42cf104069943906ab353a1c43807-a87ff679a2f3e71d9181a67b7542122c
362da8a51e150638e6981d0771534c8e-a87ff679a2f3e71d9181a67b7542122c,pentaho,a220b9927556efa9ee9e3ac4cd5644e0-a87ff679a2f3e71d9181a67b7542122c,ETL,78c1dcae4ee614ba1418475837d2431e-a87ff679a2f3e71d9181a67b7542122c
263db3933c2cb8e9b139373fdd57defb-a87ff679a2f3e71d9181a67b7542122c,Integracion,de1284aa9ed99ad37c8259c2028b161c-a87ff679a2f3e71d9181a67b7542122c,ODI,b4e0afa1710f68a87e5ad6d746955151-a87ff679a2f3e71d9181a67b7542122c
263db3933c2cb8e9b139373fdd57defb-a87ff679a2f3e71d9181a67b7542122c,Integracion,0439e66b7eb8e2edb6376514d8ffd883-a87ff679a2f3e71d9181a67b7542122c,PDI,4d0668858bad9d625896a6d4216e0eb8-a87ff679a2f3e71d9181a67b7542122c
263db3933c2cb8e9b139373fdd57defb-a87ff679a2f3e71d9181a67b7542122c,Integracion,a1e01b9df0dab2bfd6d9b32e10e397c8-a87ff679a2f3e71d9181a67b7542122c,Busqueda Skill,8a5f85e98c6089c012f60d70e2475ae4-a87ff679a2f3e71d9181a67b7542122c
bb906c05289c29654b54a94ced2e697c-a87ff679a2f3e71d9181a67b7542122c,Lenguajes,7c180a87acb6847b9b584671fc5e30e5-a87ff679a2f3e71d9181a67b7542122c,SQL,cd7ae4f9acffb8a54fee4e366980f005-a87ff679a2f3e71d9181a67b7542122c
bb906c05289c29654b54a94ced2e697c-a87ff679a2f3e71d9181a67b7542122c,Lenguajes,202a4729f08cfad5658fb7a6fb4ab47a-a87ff679a2f3e71d9181a67b7542122c,java,23b09d4501f7ed772b6a271ef83fa6cd-a87ff679a2f3e71d9181a67b7542122c
bb906c05289c29654b54a94ced2e697c-a87ff679a2f3e71d9181a67b7542122c,Lenguajes,1e242f2a98674de62d26b486d59b4c70-a87ff679a2f3e71d9181a67b7542122c,R,756b0fe5a35a3577770383391151f619-a87ff679a2f3e71d9181a67b7542122c
bb906c05289c29654b54a94ced2e697c-a87ff679a2f3e71d9181a67b7542122c,Lenguajes,7f85fb3ca43d29a9100c4519e12f2fcd-a87ff679a2f3e71d9181a67b7542122c,scala,a3ed5515e9b9559c6da9633ed50c2782-a87ff679a2f3e71d9181a67b7542122c
bb906c05289c29654b54a94ced2e697c-a87ff679a2f3e71d9181a67b7542122c,Lenguajes,bbbe1fbd5a476cc46c35ea4b051c1a36-a87ff679a2f3e71d9181a67b7542122c,phyton,61819fa8a677e16b4df47ce27b483661-a87ff679a2f3e71d9181a67b7542122c
bb906c05289c29654b54a94ced2e697c-a87ff679a2f3e71d9181a67b7542122c,Lenguajes,a1e01b9df0dab2bfd6d9b32e10e397c8-a87ff679a2f3e71d9181a67b7542122c,Busqueda Skill,5d1dc767f6d5e87eac50c94495a07a9e-a87ff679a2f3e71d9181a67b7542122c
c584bd66db958c8d452552c68edbae0d-a87ff679a2f3e71d9181a67b7542122c,Procesamiento,a1e01b9df0dab2bfd6d9b32e10e397c8-a87ff679a2f3e71d9181a67b7542122c,Busqueda Skill,cfe47f66525bf2704a6fe23bf2a50e22-a87ff679a2f3e71d9181a67b7542122c
c584bd66db958c8d452552c68edbae0d-a87ff679a2f3e71d9181a67b7542122c,Procesamiento,263db3933c2cb8e9b139373fdd57defb-a87ff679a2f3e71d9181a67b7542122c,Integracion,990be4b8048dcdca1016032e9891b394-a87ff679a2f3e71d9181a67b7542122c
